"","aprovado_vaga","codigo_vaga","ultimo_cargo_candidato","area_interesse_candidato","nivel_candidato","formacao_candidato","cargo_vaga","cidade_vaga","ultimo_salario_candidato","nivel_ingles_candidato","nivel_espanhol_candidato","mediana_teste_ingles_candidato","mediana_teste_espanhol_candidato","mediana_teste_logica_candidato","mediana_teste_outros_candidato"
"21459","0","AB","ANALISTA","COMPRAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2800,2,1,4.65999984741211,0,9.32999992370605,6.53500008583069
"21460","0","AB","ANALISTA","GESTAO","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",4000,4,2,8.32999992370605,5,3.84999990463257,5.59999990463257
"21461","0","AB","GESTOR","COMERCIAL/VENDAS","GERENCIA","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",3000,2,1,0,0,5.83500003814697,1
"21462","0","AB","CONSULTOR","ADMINISTRACAO","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",2492,0,0,7,0,4.65999984741211,3.25
"21463","0","AB","ANALISTA","RH","PLENO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",3000,1,0,0,0,4.67000007629395,1.35499999523163
"21464","1","AB","ASSISTENTE","ATEND. A CLIENTE","TECNICO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1986,1,1,0,0,0,1.75
"21465","0","AB","TECNICO","ENGENHARIA","TECNICO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",3400,2,0,3.24500000476837,0,5,4.35000002384186
"21466","0","AB","ANALISTA","COMERCIAL/VENDAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2500,2,2,7,5.59999990463257,8,4.75
"21467","0","AB","GESTOR","COMERCIAL/VENDAS","GERENCIA","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",4930,2,1,4.95000004768372,0,3.99000000953674,5.5
"21468","1","AB","GESTOR","COMERCIAL/VENDAS","GERENCIA","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",5000,2,3,6,0,8,5
"21469","0","AB","CONSULTOR","ADMINISTRACAO","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",5000,3,2,8.25,0,3,3.20000004768372
"21470","1","AB","GESTOR","COMERCIAL/VENDAS","GERENCIA","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",5000,1,1,0,0,4.33000004291534,2
"21471","0","AB","ADMINISTRATIVO","COMERCIAL/VENDAS","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",1814,3,0,5.75,0,4.65999984741211,5.59999990463257
"21472","0","AB","GESTOR","COMERCIAL/VENDAS","GERENCIA","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",3900,2,1,0,0,7,4.19999980926514
"21473","0","AB","EMPREENDEDOR","FINANCAS","DIRETORIA","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",2000,3,0,0,0,7.32000017166138,9
"21474","0","AB","OUTROS","GESTAO","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",4500,3,2,4.125,0,6.65999984741211,6.5
"21475","0","AB","SUPERVISOR","SSMA","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2288,2,3,0,0,4,5
"21476","0","AB","OUTROS","COMPRAS","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",5000,3,0,4.5,0,7.98999977111816,6.59999990463257
"21477","1","AB","TRAINEE","COMERCIAL/VENDAS","GERENCIA","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2569,0,0,3.11500000953674,0,4.65000009536743,5
"21478","0","AB","CONSULTOR","ADVOCACIA/JURIDICA","PLENO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2300,1,1,0,0,0,2.40000009536743
"21479","0","AB","ASSISTENTE","COMERCIAL/VENDAS","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",6500,3,0,6,0,7,7.19999980926514
"21480","0","AB","SUPERVISOR","RH","SENIOR","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2500,1,0,0,0,4.32499992847443,4.19999980926514
"21481","0","AB","ANALISTA","LOGISTICA","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",4880,3,2,3.3199999332428,5,6.65000009536743,5.40000009536743
"21482","0","AB","ADMINISTRATIVO","COMPRAS","SENIOR","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",3000,3,1,2.2849999666214,2.5,5.32999992370605,3.20000004768372
"21483","0","AB","ENGENHEIRO","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",6000,4,3,8.75,4.25,6,7.5
"21484","0","AB","EMPREENDEDOR","RH","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1988,3,0,7.75,0,7.32000017166138,5.69999980926514
"21485","0","AB","ANALISTA","INDUSTRIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",0,3,0,6.25,0,4.67000007629395,4.90000009536743
"21486","0","AB","SUPERVISOR","COMPRAS","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1800,0,1,0,0,3.40499997138977,3.09999990463257
"21487","0","AB","ANALISTA","COMPRAS","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",5500,4,2,8.5,0,8,9
"21488","0","AB","SUPERVISOR","COMERCIAL/VENDAS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2200,0,1,2,0,4,4
"21489","0","AB","OPERADOR","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",5800,3,3,3.75,4,7.98999977111816,4.80000019073486
"21490","0","AB","ADMINISTRATIVO","COMERCIAL/VENDAS","TECNICO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",1878,1,0,3.70500004291534,0,3.59999990463257,3.29999995231628
"21491","0","AB","GESTOR","COMPRAS","GERENCIA","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2990,0,0,0,0,0,1.3
"21492","0","AB","ENGENHEIRO","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",5644,3,1,5,1.75,5.98999977111816,6.70000004768372
"21493","0","AB","GESTOR","COMERCIAL/VENDAS","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",1900,1,0,3.47000002861023,0,5,5.5
"21494","0","AB","PROFESSOR","COMERCIAL/VENDAS","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",2500,2,0,3.5,0,7.32999992370605,3.42499995231628
"21495","0","AB","GESTOR","ADMINISTRACAO","GERENCIA","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",11000,1,1,0,0,0,5.80000019073486
"21496","0","AB","PROFESSOR","COMERCIAL/VENDAS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1500,1,1,0,0,0,4.54999995231628
"21497","0","AB","SUPERVISOR","INDUSTRIA","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",6500,2,0,2.5,0.375,6.67000007629395,5
"21498","0","AB","VENDEDOR","FINANCAS","SENIOR","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",5660,3,1,4.65000009536743,0,6.80000019073486,7
"21499","0","AB","AUDITOR","FINANCAS","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",3000,3,1,6.25,0,7.32999992370605,6.69999980926514
"21500","0","AB","AUXILIAR","ENGENHARIA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1600,2,1,7.24499988555908,0,7.29999995231628,9.09999990463257
"21501","0","AB","ESTAGIARIO","ADMINISTRACAO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",855,2,1,4.95000004768372,0,6.90000009536743,6
"21502","0","AB","ANALISTA","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2900,4,2,8.5,0,8,9
"21503","0","AB","OUTROS","COMERCIAL/VENDAS","ESTAGIO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2500,1,0,0,0,7,9
"21504","0","AB","ANALISTA","COMERCIAL/VENDAS","PLENO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1500,1,1,2.25,0,6.65999984741211,6
"21505","0","AB","ENGENHEIRO","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",0,3,1,6.25,0,6,5.59999990463257
"21506","0","AB","SUPERVISOR","LOGISTICA","GERENCIA","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",2100,4,1,6.5,4.5,6.67000007629395,7.30000019073486
"21507","0","AB","OUTROS","LOGISTICA","PLENO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",3500,4,1,5.5,0,7.32000017166138,5.59999990463257
"21508","0","AB","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1350,3,0,4.875,3.5,6,6.15000009536743
"21509","0","AB","GESTOR","RH","GERENCIA","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",3227,1,0,0,0,4.67000007629395,4.5
"21510","0","AB","PROFESSOR","ADMINISTRACAO","TECNICO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1060,2,1,3.5,0,6,4.30000019073486
"21511","0","AB","SUPERVISOR","COMERCIAL/VENDAS","DIRETORIA","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",5500,2,2,3.75,0,5.66499996185303,2.79999995231628
"21512","0","AB","GESTOR","GESTAO","DIRETORIA","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",3500,0,2,2,0,5.34000015258789,2.40000009536743
"21513","0","AB","ANALISTA","MARKETING","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",4000,3,1,6.625,0,6.65000009536743,8.19999980926514
"21514","0","AB","SUPERVISOR","ENGENHARIA","SENIOR","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",0,4,2,7.75,0,6.67000007629395,6.5
"21515","1","AB","OUTROS","SSMA","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",2000,2,2,0,0,3.99000000953674,2.95000004768372
"21516","0","AB","ASSISTENTE","PESQUISA","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",1800,2,2,4.75,0,3,1.24500000476837
"21517","1","AB","VENDEDOR","COMERCIAL/VENDAS","PLENO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2500,0,2,2.25,0,5.98999977111816,5.70000004768372
"21518","0","AB","COMPRADOR","COMERCIAL/VENDAS","SENIOR","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1700,1,1,0,0,6.65999984741211,3.95000004768372
"21519","0","AB","SUPERVISOR","MARKETING","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",5029,1,0,1,0,4.67000007629395,4.80000019073486
"21520","0","AB","SUPERVISOR","COMERCIAL/VENDAS","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",4000,2,1,4.5,0,6,4.69999980926514
"21521","0","AB","ESPECIALISTA","COMPRAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",3000,1,1,2.99000000953674,0,5.19999980926514,5
"21522","0","AB","ANALISTA","COMERCIAL/VENDAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",3500,4,1,7.15499997138977,4.5,8.65999984741211,9.60000038146973
"21523","0","AB","AUDITOR","COMERCIAL/VENDAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2500,3,0,6.5,0,7.98999977111816,5
"21524","0","AB","OUTROS","SERVICOS TECNICOS","PLENO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",3500,1,0,3.87000000476837,0,5.32000017166138,3.09999990463257
"21525","0","AB","ANALISTA","ENGENHARIA","TECNICO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1500,3,0,3,0,3.3199999332428,4.60000002384186
"21526","0","AB","AUXILIAR","ADMINISTRACAO","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1500,1,0,3.33500003814697,0,2.5,2.5
"21527","0","AB","ENGENHERIO","SERVICOS TECNICOS","TECNICO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",3800,1,0,2.75,3.375,7.34999990463257,5.09999990463257
"21528","0","AB","CONSULTOR","QUALIDADE","DIRETORIA","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",10000,1,0,0,0,6.65000009536743,4
"21529","0","AB","ESTAGIARIO","ADMINISTRACAO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",0,4,0,8.32499980926514,0,7.09999990463257,9
"21530","0","AB","ESTAGIARIO","RH","ESTAGIO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",500,1,0,0,0,0,3.20000004768372
"21531","0","AB","ANALISTA","ENGENHARIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL MESTRADO","GERENTE LOJA SUPERMERCADO","NULL",0,4,1,7.375,6,8.90000009536743,9.19999980926514
"21532","0","AB","ANALISTA","COMPRAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",3180,4,4,7.5,8,7,8
"21533","0","AB","AUXILIAR","LOGISTICA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1322,2,0,2.9650000333786,0,2.66000008583069,6
"21534","0","AB","CONSULTOR","ADMINISTRACAO","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",4300,1,1,2.125,0,6,6
"21535","1","AB","AUXILIAR","RH","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1200,2,2,0,0,5,3
"21536","0","AB","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1300,2,1,5.625,0,9.5,5.09999990463257
"21537","0","AB","ADMINISTRATIVO","COMERCIAL/VENDAS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",0,1,0,0,0,6.67999982833862,3.40000009536743
"21538","0","AB","OUTROS","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1800,4,1,5,0,6,5.84999990463257
"21539","0","AB","ANALISTA","TRANSPORTE","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2500,1,0,0,0,2.66000008583069,1.35000002384186
"21540","0","AB","EMPREENDEDOR","COMERCIAL/VENDAS","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",3000,4,2,4,1.75,4.65999984741211,4.14999985694885
"21541","0","AB","ANALISTA","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",3800,4,0,8,0,7.32000017166138,7
"21542","0","AB","ANALISTA","FINANCAS","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",5700,4,2,0,0,6.34999990463257,7.19999980926514
"21543","1","AB","GESTOR","COMERCIAL/VENDAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",3500,4,2,5.75,0,6.65999984741211,7
"21544","1","AB","GESTOR","GESTAO","GERENCIA","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",3000,3,2,6.25,0,5.32999992370605,5.25
"21545","0","AB","GESTOR","COMERCIAL/VENDAS","GERENCIA","POS-GRADUACAO NO NIVEL MESTRADO","GERENTE LOJA SUPERMERCADO","NULL",3500,2,3,3,0,5.32999992370605,5
"21546","1","AB","GESTOR","COMERCIAL/VENDAS","GERENCIA","POS-GRADUACAO NO NIVEL MESTRADO","GERENTE LOJA SUPERMERCADO","NULL",3750,0,0,3.33999991416931,0,7.79999995231628,4
"21547","0","AB","OUTROS","MARKETING","SENIOR","POS-GRADUACAO NO NIVEL MESTRADO","GERENTE LOJA SUPERMERCADO","NULL",7000,4,2,9.25,8.39999961853027,7.70000004768372,8.15000009536743
"21548","0","AB","TRAINEE","ADMINISTRACAO","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",0,3,0,6.75,2.25,6.65999984741211,5.59999990463257
"21549","0","AB","ANALISTA","ADMINISTRACAO","PLENO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2000,3,1,5.25,0,6,5.90000009536743
"21550","0","AB","VENDEDOR","COMERCIAL/VENDAS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1800,0,0,3.34999990463257,0,3.9850001335144,4
"21551","0","AB","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1105,1,1,2.98000001907349,0,6.65999984741211,5.35000014305115
"21552","0","AB","AUDITOR","QUALIDADE","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2000,2,1,3.20000004768372,0,5.34000015258789,7
"21553","0","AB","PESQUISADOR","ENGENHARIA","PLENO","POS-GRADUACAO NO NIVEL MESTRADO","GERENTE LOJA SUPERMERCADO","NULL",1500,3,1,7.125,0,7.98999977111816,8.75
"21554","0","AB","OUTROS","ATEND. A CLIENTE","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",992,1,1,0,0,2,1.5
"21555","0","AB","ANALISTA","FINANCAS","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1389,1,0,0,0,5,3
"21556","0","AB","ESTAGIARIO","GESTAO","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",3000,4,3,5.75,0,8.65999984741211,8
"21557","0","AB","ESTAGIARIO","CONSTRUÇÃO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1160,3,0,5.375,0,8.65999984741211,5.09999990463257
"21558","0","AB","ANALISTA","AUDITORIA","PLENO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2400,4,1,6.75,0,6.65999984741211,6.59999990463257
"21559","0","AB","GESTOR","COMERCIAL/VENDAS","GERENCIA","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1800,1,1,0,0,2.66000008583069,2.70000004768372
"21560","0","AB","OUTROS","ADMINISTRACAO","PLENO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2700,1,0,0,0,4,3.70000004768372
"21561","0","AB","ADMINISTRATIVO","COMERCIAL/VENDAS","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",7000,2,3,3,0,4.67000007629395,8.75
"21562","0","AB","SUPERVISOR","COMERCIAL/VENDAS","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",5600,2,0,4,0,5.32999992370605,4.40000009536743
"21563","0","AB","ESTAGIARIO","ADMINISTRACAO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",0,4,0,8,0,9.34000015258789,8.34999990463257
"21564","0","AB","GESTOR","COMPRAS","GERENCIA","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",2500,3,0,0,0,0,4.69999980926514
"21565","1","AB","SUPERVISOR","FINANCAS","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2224,0,0,0,0,4.75,2
"21566","0","AB","SUPERVISOR","ATEND. A CLIENTE","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",7800,2,0,0,0,7,4.19999980926514
"21567","0","AB","SUPERVISOR","QUALIDADE","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",0,0,0,0,0,6,7.40000009536743
"21568","0","AB","SUPERVISOR","COMERCIAL/VENDAS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1900,0,0,0,0,0,4.19999980926514
"21569","0","AB","ESTAGIARIO","AUDITORIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",970,1,0,2.75,0,5.98999977111816,3.29999995231628
"21570","0","AB","ANALISTA","QUALIDADE","ESTAGIO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",4400,2,0,0,0,6,5
"21571","1","AB","OUTROS","COMERCIAL/VENDAS","GERENCIA","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",700,2,2,2.75,0,3.3199999332428,4.5
"21572","0","AB","OUTROS","FINANCAS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1400,2,0,3.75,0,3.98500001430511,3.25
"21573","1","AB","GESTOR","DESIGN","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",3300,4,1,7.75,0,9,5.69999980926514
"21574","0","AB","GESTOR","ATEND. A CLIENTE","GERENCIA","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",0,1,0,0,0,7,5.09999990463257
"21575","0","AB","ASSISTENTE","COMERCIAL/VENDAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2100,1,2,3,0,6.00950002670288,4.40000009536743
"21576","0","AB","ADMINISTRATIVO","LOGISTICA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",800,1,0,3.03999996185303,0,2.30000001192093,2.5
"21577","1","AB","GESTOR","SSMA","TECNICO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",4100,1,0,0,0,0,1.35000002384186
"21578","0","AB","TRAINEE","PESQUISA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",1000,4,1,6.25,0,5.99940013885498,6.20000004768372
"21579","0","AB","GESTOR","COMERCIAL/VENDAS","GERENCIA","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",4450,0,0,0,0,7,7.34999990463257
"21580","0","AB","ADMINISTRATIVO","COMERCIAL/VENDAS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",3340,1,0,0,0,4.67000007629395,4.69999980926514
"21581","0","AB","VENDEDOR","COMERCIAL/VENDAS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2000,1,1,0,0,0,3.90000009536743
"21582","0","AB","GESTOR","COMERCIAL/VENDAS","GERENCIA","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","GERENTE LOJA SUPERMERCADO","NULL",0,0,0,0,0,6.99499988555908,4.60000014305115
"21583","0","AB","GESTOR","COMERCIAL/VENDAS","GERENCIA","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",5600,2,0,3.75,0,3.33999991416931,4.60000002384186
"21584","0","AB","ADMINISTRATIVO","COMERCIAL/VENDAS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2300,1,1,3.54999995231628,0,7.34000015258789,4.09999990463257
"21585","0","AB","ENGENHEIRO","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",5000,3,1,7.5,0,8.65999984741211,6.80000019073486
"21586","1","AB","PROFESSOR","COMERCIAL/VENDAS","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","GERENTE LOJA SUPERMERCADO","NULL",2345,1,0,0,0,5.98000001907349,1.90000003576279
